item_id,name
223,"神秘魔杖"
224,"修練者魔杖 (重複)"
225,"王族之劍"
226,"騎士之劍"
228,"傳說的匕首"
231,"蒼天匕首"
232,"蒼天之劍"
233,"蒼天巨劍"
234,"蒼天長矛"
235,"蒼天巨斧"
236,"蒼天雙刀"
237,"蒼天鋼爪"
238,"蒼天魔杖"
239,"蒼天之弓"
240,"蒼天鐵手甲"
241,"歷戰之劍"
242,"歷戰十字弓"
243,"歷戰魔杖"
244,"歷戰鋼爪"
245,"精靈叮叮鎚"
246,"試煉之劍A"
247,"試煉之劍B"
248,"試煉之劍C"
249,"試煉之劍D"
250,"幻象短劍"
251,"幻象巨劍"
252,"幻象之矛"
253,"幻象之弓"
254,"幻象雙刀"
255,"幻象魔杖"
256,"萬聖節南瓜長劍"
257,"萬聖節南瓜長劍"
258,"終極萬聖節南瓜長劍"
259,"魔力短劍"
260,"狂風之斧"
261,"天使魔杖"
262,"毀滅巨劍"
263,"酷寒之矛"
264,"雷雨之劍"
265,"底比斯歐西里斯雙刀"
266,"底比斯歐西里斯雙手劍"
267,"底比斯歐西里斯弓"
268,"底比斯歐西里斯魔杖"
269,"幻術士魔杖"
270,"藍寶石奇古獸"
271,"黑曜石奇古獸"
272,"消滅者鎖鏈劍"
273,"破滅者鎖鏈劍"
274,"反王肯恩的權杖"
275,"龍騎士雙手劍"
276,"提卡爾庫庫爾坎之矛"
277,"提卡爾庫庫爾坎鐵手甲"
278,"(重複)"
279,"艾爾摩奇古獸"
280,"艾爾摩鎖鏈劍"
281,"艾爾摩魔杖"
282,"艾爾摩鋼爪"
283,"艾爾摩弩槍"
284,"艾爾摩雙手劍"
285,"艾爾摩單手劍"
286,"艾爾摩短劍"
287,"玄冰弓"
288,"天雷劍"
289,"耀武短劍"
290,"耀武雙手劍"
291,"耀武雙刀"
292,"耀武之弩"
293,"耀武魔杖"
294,"特製的耀武短劍"
295,"特製的耀武雙手劍"
296,"特製的耀武雙刀"
297,"特製的耀武之弩"
298,"特製的耀武魔杖"
299,"超特製的耀武短劍"
300,"超特製的耀武雙手劍"
301,"超特製的耀武雙刀"
302,"超特製的耀武之弩"
303,"超特製的耀武魔杖"
304,"隱藏的魔族之劍"
305,"隱藏的魔族弓箭"
306,"隱藏的魔族魔杖"
307,"隱藏的魔族鋼爪"
308,"隱藏的魔族鎖鏈劍"
309,"隱藏的魔族奇古獸"
310,"真‧死亡騎士烈炎之劍"
311,"修練者單手劍"
312,"修練者雙手劍"
313,"修練者斧頭"
314,"修練者長矛"
315,"修練者長弓"
316,"修練者石弓"
317,"修練者魔杖"
318,"修練者雙刀"
319,"修練者鋼爪"
320,"修練者短劍"
321,"修練者的古老斧頭"
322,"紅騎士巨劍"
323,"大匠的斧頭"
324,"寒冰鎖鏈劍"
325,"寒冰奇古獸"
326,"弒神者之弓"
327,"腐壞的長弓"
328,"破壞鋼爪"
329,"破壞雙刀"
330,"冥想魔杖"
331,"嗜血者鎖鏈劍"
332,"共鳴奇古獸"
333,"冥想奇古獸"
334,"共鳴鎖鏈劍"
335,"傑羅斯的魔杖"
336,"惡夢的長弓"
337,"震怒的鋼爪"
338,"強盜的斧頭"
339,"巨人的斧頭"
340,"食人巨魔的斧頭"
341,"鐵斧頭"
342,"法利昂的斧頭"
343,"艾爾摩斧頭"
344,"英雄斧頭"
345,"隱藏的魔族斧頭"
346,"疾風斧頭"
347,"魔物的斧頭"
348,"屍魂雙手劍"
349,"屍魂雙刀"
350,"屍魂弓"
351,"屍魂鎖鏈劍"
352,"屍魂魔杖"
353,"\aF咆哮雙刀"
354,"\aF殲滅者鎖鏈劍"
355,"潘朵拉神劍"
356,"潘朵拉巨劍"
357,"潘朵拉弓"
358,"潘朵拉雙刀"
359,"潘朵拉魔杖"
360,"潘朵拉奇古獸"
361,"潘朵拉鎖鏈劍"
362,"潘朵拉斧頭"
363,"試煉斧頭"
364,"圓月雙手劍"
365,"圓月神斧"
366,"圓月長劍"
367,"圓月神弓"
368,"圓月雙刀"
369,"圓月奇古獸"
370,"圓月法杖"
371,"圓月鎖鏈劍"
372,"幻想的雙手劍"
373,"幻想的魔杖"
374,"幻想的單手劍"
375,"幻想的弓"
376,"幻想的雙刀"
377,"幻想的鎖鏈劍"
378,"幻想的奇古獸"
379,"馬爾斯小刀"
380,"馬爾斯神弓"
381,"馬爾斯雙手劍"
382,"馬爾斯雙刀"
383,"馬爾斯法杖"
384,"馬爾斯奇古獸"
385,"馬爾斯鎖鏈劍"
386,"戰神馬爾斯小刀"
387,"戰神馬爾斯神弓"
388,"戰神馬爾斯雙手劍"
389,"戰神馬爾斯雙刀"
390,"戰神馬爾斯法杖"
391,"戰神馬爾斯奇古獸"
392,"戰神馬爾斯鎖鏈劍"
393,"火神赫發斯特斯雙刀"
394,"火神赫發斯特斯鎖鏈劍"
395,"火神赫發斯特斯奇古獸"
396,"火神赫發斯特斯短劍"
397,"火神赫發斯特斯雙手劍"
398,"火神赫發斯特斯法杖"
399,"火神赫發斯特斯神弓"
400,"火神赫發斯特斯巨斧"
401,"\aH海柏利昂的絕望"
402,"\aH克洛諾斯的恐怖"
403,"\aH泰坦的憤怒"
404,"\aH大地女神的激怒"
405,"亞瓦隆匕首"
406,"亞瓦隆長弓"
407,"亞瓦隆法杖"
408,"亞瓦隆雙刀"
409,"亞瓦隆雙手劍"
410,"亞瓦隆鎖鍊劍"
411,"亞瓦隆奇古獸"
412,"亞瓦隆單手斧"
413,"一拳手套(1小時)"
414,"真細劍"
415,"真瑟魯基之劍"
20001,"皮帽子"
20002,"皮頭盔"
20003,"鋼鐵頭盔"
20004,"影子面具"
20005,"騎士頭巾"
20006,"騎士面甲"
20007,"侏儒鐵盔"
20008,"小型風之頭盔"
20009,"惡魔頭盔"
20010,"死亡騎士頭盔"
20011,"抗魔法頭盔"
20012,"法師之帽"
20013,"敏捷魔法頭盔"
20014,"治癒魔法頭盔"
20015,"力量魔法頭盔"
20016,"曼波帽子"
20017,"木乃伊王的王冠"
20018,"馬庫爾之帽"
20019,"王冠"
20020,"武官頭盔"
20021,"精靈敏捷頭盔"
20022,"巴蘭卡頭盔"
20023,"風之頭盔"
20024,"反王頭盔"
20025,"巴土瑟之帽"
20026,"夜之視野"
20027,"紅騎士頭巾"
20028,"修練者皮頭盔"
20029,"西瑪之帽"
20030,"神官頭飾"
20031,"火焰之影頭盔"
20032,"黑暗 頭飾"
20033,"艾爾穆的祝福"
20034,"歐西斯頭盔"
20035,"精靈皮盔"
20036,"夜視頭盔"
20037,"真實的面具"
20038,"銀釘皮帽"
20039,"精靈體質頭盔"
20040,"卡士柏之帽"
20041,"克特頭盔"
20042,"賽尼斯頭箍"
20043,"鋼盔"
20044,"藍海賊頭巾"
20045,"骷髏頭盔"
20046,"南瓜帽"
20047,"南瓜頭套"
20048,"混沌頭盔"
20049,"巨蟻女皇的金翅膀"
20050,"巨蟻女皇的銀翅膀"
20051,"君主的威嚴"
20052,"侏儒斗篷"
20053,"狼皮斗篷"
20054,"地屬性斗篷"
20055,"瑪那斗篷"
20056,"抗魔法斗篷"
20057,"冥法軍王斗篷"
20058,"武官斗篷"
20059,"水屬性斗篷"
20060,"藍海賊斗篷"
20061,"風屬性斗篷"
20062,"炎魔的血光斗篷"
20063,"保護者斗篷"
20064,"紅騎士之斗篷"
20065,"紅色斗篷"
20066,"黑虎皮斗篷"
20067,"神官斗篷"
20068,"亞丁騎士團披肩"
20069,"火焰之影斗篷"
20070,"黑暗 斗蓬"
20071,"火屬性斗篷"
20072,"歐西斯斗篷"
20073,"精靈斗篷"
20074,"銀光 斗蓬"
20075,"死亡斗篷"
20076,"墮落斗篷"
20077,"隱身斗篷"
20078,"混沌斗篷"
20079,"馬昆斯斗篷"
20080,"位移斗篷"
20081,"油布斗篷"
20082,"修練者T恤"
20083,"火焰之影襯衫"
20084,"精靈T恤"
20085,"T恤"
20086,"上衣 隆吉特"
20087,"上衣 隆貝特"
20088,"上衣 隆奇特"
20089,"小藤甲"
20090,"皮背心"
20091,"鋼鐵金屬盔甲"
20092,"古老的皮盔甲"
20093,"古老的長袍"
20094,"古老的鱗甲"
20095,"古老的金屬盔甲"
20096,"環甲"
20097,"木甲"
20098,"黑暗棲林者盔甲"
20099,"惡魔盔甲"
20100,"死亡騎士盔甲"
20101,"皮甲"
20102,"拉斯塔巴德皮盔甲"
20103,"拉斯塔巴德長袍"
20104,"拉斯塔巴德銀釘皮盔甲"
20105,"拉斯塔巴德鏈甲"
20106,"蕾雅長袍"
20107,"巫妖斗篷"
20108,"古代風龍鱗盔甲"
20109,"法令軍王長袍"
20110,"抗魔法鏈甲"
20111,"法師長袍"
20112,"曼波外套"
20113,"武官護鎧"
20114,"綿質長袍"
20115,"藤甲"
20116,"巴蘭卡盔甲"
20117,"巴風特盔甲"
20118,"反王盔甲"
20119,"古代火龍鱗盔甲"
20120,"皮盔甲"
20121,"黑法師長袍"
20122,"鱗甲"
20123,"喚獸師長袍"
20124,"骷髏盔甲"
20125,"鏈甲"
20126,"修練者皮盔甲"
20127,"水龍鱗盔甲"
20128,"水晶盔甲"
20129,"神官法袍"
20130,"古代地龍鱗盔甲"
20131,"火焰之影盔甲"
20132,"黑暗 披肩"
20133,"黑暗執行者 金屬盔甲"
20134,"冰之女王魅力禮服"
20135,"歐西斯環甲"
20136,"歐西斯鏈甲"
20137,"精靈鏈甲"
20138,"精靈金屬盔甲"
20139,"精靈護胸金屬板"
20140,"被遺忘的皮盔甲"
20141,"被遺忘的長袍"
20142,"被遺忘的鱗甲"
20143,"被遺忘的金屬盔甲"
20144,"死亡盔甲"
20145,"硬皮背心"
20146,"地龍鱗盔甲"
20147,"銀釘皮甲"
20148,"銀釘皮背心"
20149,"青銅盔甲"
20150,"克特盔甲"
20151,"賽尼斯斗篷"
20152,"墮落長袍"
20153,"古代水龍鱗盔甲"
20154,"金屬盔甲"
20155,"藍海賊皮盔甲"
20156,"風龍鱗盔甲"
20157,"金屬蜈蚣皮盔甲"
20158,"混沌法袍"
20159,"火龍鱗盔甲"
20160,"黑長者長袍"
20161,"幻象盔甲"
20162,"皮手套"
20163,"鋼鐵手套"
20164,"影子手套"
20165,"惡魔手套"
20166,"死亡騎士手套"
20167,"蜥蜴王手套"
20168,"武官手套"
20169,"巴蘭卡手套"
20170,"反王手套"
20171,"保護者手套"
20172,"水靈手套"
20173,"修練者皮手套"
20174,"雪人手套"
20175,"水晶手套"
20176,"神官手套"
20177,"地靈手套"
20178,"暗殺軍王手套"
20179,"火焰之影手套"
20180,"黑暗 手套"
20181,"火靈手套"
20182,"手套"
20183,"死亡手套"
20184,"克特手套"
20185,"賽尼斯手套"
20186,"墮落手套"
20187,"力量手套"
20188,"藍海賊手套"
20189,"風靈手套"
20190,"混沌手套"
20191,"腕甲"
20192,"皮長靴"
20193,"皮涼鞋"
20194,"鋼鐵長靴"
20195,"影子長靴"
20196,"黑暗棲林者長靴"
20197,"惡魔長靴"
20198,"死亡騎士長靴"
20199,"拉斯塔巴德長靴"
20200,"魔獸軍王長靴"
20201,"武官長靴"
20202,"巴蘭卡長靴"
20203,"反王長靴"
20204,"巴列斯長靴"
20205,"長靴"
20206,"修練者皮涼鞋"
20207,"深水長靴"
20208,"神官長靴"
20209,"火焰之影長靴"
20210,"黑暗 長靴"
20211,"冰之女王魅力涼鞋"
20212,"銀釘皮涼鞋"
20213,"短統靴"
20214,"克特長靴"
20215,"賽尼斯長靴"
20216,"墮落長靴"
20217,"藍海賊長靴"
20218,"黑長者涼鞋"
20219,"皮盾牌"
20220,"鋼鐵盾牌"
20221,"骷髏盾牌"
20222,"木盾"
20223,"侏儒圓盾"
20224,"拉斯塔巴德圓盾"
20225,"瑪那水晶球"
20226,"魔法能量之書"
20227,"梅杜莎盾牌"
20228,"武官之盾"
20229,"反射之盾"
20230,"紅騎士盾牌"
20231,"塔盾"
20232,"修練者皮盾牌"
20233,"神官魔法書"
20234,"信念之盾"
20235,"伊娃之盾"
20236,"精靈盾牌"
20237,"阿克海盾牌"
20238,"銀騎士之盾"
20239,"小盾牌"
20240,"死亡之盾"
20241,"銀釘皮盾"
20242,"大盾牌"
20243,"隱藏之谷項鍊"
20244,"小型 魅力項鍊"
20245,"小型 敏捷項鍊"
20246,"小型 力量項鍊"
20247,"小型 智力項鍊"
20248,"小型 精神項鍊"
20249,"小型 體質項鍊"
20250,"變形怪首領項鍊"
20251,"都佩傑諾的項鍊"
20252,"蕾雅項鍊"
20253,"法令軍王之鍊"
20254,"魅力項鍊"
20255,"冥法軍王之戒"
20256,"敏捷項鍊"
20257,"黑法師項鍊"
20258,"喚獸師項鍊"
20259,"歌唱之島項鍊"
20260,"艾莉絲項鍊"
20261,"火焰之影項鍊"
20262,"營養滿分金項鍊"
20263,"妖魔戰士護身符"
20264,"力量項鍊"
20265,"靈魂的印記"
20266,"智力項鍊"
20267,"精神項鍊"
20268,"體質項鍊"
20269,"骷髏項鍊"
20270,"都佩傑諾的項鍊"
20277,"變形怪首領之戒(右)"
20278,"變形怪首領之戒(左)"
20279,"蕾雅戒指"
20280,"滅魔戒指"
20281,"變形控制戒指"
20282,"修練者的戒指"
20284,"召喚控制戒指"
20285,"水靈戒指"
20286,"守護團戒指"
20287,"守護者的戒指"
20288,"傳送控制戒指"
20289,"深淵戒指"
20290,"火焰之影戒指"
20291,"營養滿分金戒指"
20293,"受詛咒的鑽石戒指"
20294,"受詛咒的紅寶石戒指"
20295,"受詛咒的藍寶石戒指"
20296,"受詛咒的綠寶石戒指"
20297,"精神的印記"
20298,"潔尼斯戒指"
20299,"死亡的誓約"
20300,"地靈戒指"
20301,"身體的印記"
20302,"風靈戒指"
20303,"抗魔戒指"
20304,"火靈戒指"
20305,"情人戒指"
20306,"小型 身體腰帶"
20307,"小型 靈魂腰帶"
20308,"小型 精神腰帶"
20309,"光明身體腰帶"
20310,"光明靈魂腰帶"
20311,"光明精神腰帶"
20312,"身體腰帶"
20313,"黑暗腰帶"
20314,"古代巨人戒指"
20315,"營養滿分金腰帶"
20316,"靈魂腰帶"
20317,"歐吉皮帶"
20318,"勇敢皮帶"
20319,"精神腰帶"
20320,"泰坦皮帶"
20321,"多羅皮帶"
20322,"皮夾克"
20342,"死神披肩"
20343,"曼波兔帽"
20344,"曼波兔帽"
20345,"柯利的項鍊"
20346,"浣熊的項鍊"
20347,"韓服"
20348,"和服"
20349,"獵犬項鍊"
20350,"雪人的項鍊"
20351,"雪人的胡蘿蔔"
20352,"雪人的靴子"
20353,"傳說的盔甲"
20354,"傳說的長靴"
20355,"傳說的手套"
20356,"傳說的頭盔"
20357,"傳說的盾牌"
20358,"奴隸項鍊"
20359,"約定項鍊"
20360,"解放項鍊"
20361,"獵犬項鍊"
20362,"魔族項鍊"
20363,"勇士項鍊"
20364,"將軍項鍊"
20365,"大將軍項鍊"
20366,"王族鱗甲"
20367,"騎士盔甲"
20368,"妖精皮盔甲"
20369,"法師長袍"
20370,"歷戰鬥篷"
20371,"歷戰長靴"
20372,"歷戰手套"
20373,"歷戰頭盔"
20374,"歷戰盾牌"
20375,"歷戰T恤"
20376,"王族項鍊"
20377,"騎士項鍊"
20378,"妖精項鍊"
20379,"法師項鍊"
20380,"南瓜魔法帽"
20381,"華麗頭飾"
20382,"紅色面具"
20383,"軍馬頭盔"
20384,"王族頭盔"
20385,"騎士頭盔"
20386,"精靈皮頭盔"
20387,"法師頭盔"
20388,"黑暗妖精頭盔"
20389,"%i‧妖精頭盔"
20390,"真‧冥皇面甲"
20391,"王族盔甲"
20392,"精靈皮盔甲"
20393,"%i‧妖精金甲"
20394,"騎士盔甲"
20395,"真‧冥皇鎧甲"
20396,"守護者之盾"
20397,"王族盾牌"
20398,"騎士盾牌"
20399,"法師斗蓬"
20400,"黑暗妖精斗篷"
20401,"%i‧妖精斗篷"
20402,"真‧冥皇披風"
20403,"精靈皮長靴"
20404,"法師長靴"
20405,"黑暗妖精長靴"
20406,"%i‧妖精鋼靴"
20407,"軍靴"
20408,"真‧冥皇鋼靴"
20409,"%i‧妖精腕甲"
20410,"真‧冥皇護手"
20411,"苦痛項鍊"
20412,"厄運項鍊"
20413,"希望項鍊"
20414,"幸運項鍊"
20415,"熱情項鍊"
20416,"真實項鍊"
20417,"奇蹟項鍊"
20418,"慈愛項鍊"
20419,"高等熊項鍊"
20420,"招財貓領巾"
20421,"伊莉絲項鍊"
20422,"發光的古老項鍊"
20423,"詛咒的紅色耳環"
20424,"詛咒的藍色耳環"
20425,"詛咒的綠色耳環"
20426,"光之項鍊"
20427,"友友幸運符"
20428,"希望戒指"
20429,"熱情戒指"
20430,"幸運戒指"
20431,"真實戒指"
20432,"奇蹟戒指"
20433,"勇氣戒指"
20434,"伊莉絲戒指"
20435,"土靈戒指(男爵)"
20436,"水靈戒指(男爵)"
20437,"火靈戒指(男爵)"
20438,"風靈戒指(男爵)"
20439,"土靈戒指(伯爵)"
20440,"水靈戒指(伯爵)"
20441,"火靈戒指(伯爵)"
20442,"風靈戒指(伯爵)"
20443,"土靈戒指(公爵)"
20444,"水靈戒指(公爵)"
20445,"火靈戒指(公爵)"
20446,"風靈戒指(公爵)"
20447,"土靈戒指(君主)"
20448,"水靈戒指(君主)"
20449,"火靈戒指(君主)"
20450,"風靈戒指(君主)"
20451,"英雄戒指"
20452,"德雷克頭巾"
20453,"艾莉絲變身頭巾"
20454,"騎士范德變身頭巾"
20455,"思克巴女皇變身頭巾"
20456,"紅色足球衣"
20457,"藍色足球衣"
20458,"紅色妖魔面具"
20459,"紅色妖魔耳環"
20460,"榮譽項鍊"
20461,"敏捷精靈短劍"
21000,"1000 耳環"
21001,"1783 耳環"
21002,"1395 耳環"
21003,"勇士耳環"
21004,"戰士耳環"
21005,"英雄耳環"
21006,"靈魂耳環"
21007,"靈魂耳環"
21008,"憤怒耳環"
21009,"熱情耳環"
21010,"勇猛耳環"
21011,"不死耳環"
21012,"名譽耳環"
21013,"寬容耳環"
21014,"靈魂耳環"
21015,"智慧耳環"
21016,"真實耳環"
21017,"支配耳環"
21018,"哈羅耳環"
21019,"淨化之耳環"
21020,"舞動耳環"
21021,"雙子耳環"
21022,"慶典耳環"
21023,"絕頂耳環"
21024,"暴走耳環"
21025,"幻魔耳環"
21026,"族群耳環"
21027,"奴隸耳環"
21028,"%i的力量T恤"
21029,"%i的敏捷T恤"
21030,"%i的魅力T恤"
21031,"%i的魔力T恤"
21032,"%i的體力T恤"
21033,"%i的瑪那T恤"
21034,"曼波兔戒指"
21035,"幻象頭盔"
21036,"幻象T恤"
21037,"幻象盾牌"
21038,"幻象長靴"
21039,"燃燒的項鍊"
21040,"燃燒的盾牌"
21041,"燃燒的長靴"
21042,"燃燒的手套"
21043,"鐵壁的護符"
21044,"慧知的護符"
21045,"暗躍的護符"
21046,"慈悲的護符"
21047,"幸運金幣"
21048,"修好的戒指"
21049,"修好的耳環"
21050,"修好的項鍊"
21051,"泡水的頭具"
21052,"泡水的斗篷"
21053,"泡水的盔甲"
21054,"泡水的手套"
21055,"泡水的靴子"
21056,"泡水的盾牌"
21057,"訓練騎士披肩"
21058,"訓練騎士披肩"
21059,"毒蛇之牙披肩"
21060,"萬聖節南瓜盔甲"
21061,"男幽靈披風"
21062,"女幽靈披風"
21063,"男性泳裝：泳褲"
21064,"男性泳裝：沙灘褲"
21065,"女性泳裝：連身泳裝"
21066,"女性泳裝：比基尼"
21067,"萬聖節南瓜盔甲"
21068,"終極萬聖節南瓜盔甲"
21069,"新生皮帶"
21070,"新生皮帶(水)"
21071,"新生皮帶(風)"
21072,"新生皮帶(火)"
21073,"新生皮帶(地)"
21074,"新生耳環"
21075,"新生耳環"
21076,"新生耳環"
21077,"新生耳環"
21078,"新生耳環"
21079,"新生耳環"
21080,"新生耳環"
21081,"冰之女王的耳環"
21082,"冰之女王的耳環"
21083,"冰之女王的耳環"
21084,"冰之女王的耳環"
21085,"冰之女王的耳環"
21086,"冰之女王的耳環"
21087,"冰之女王的耳環"
21088,"冰之女王的耳環"
21089,"冰之女王的耳環"
21090,"冰之女王的耳環"
21091,"冰之女王的耳環"
21092,"新生戒指"
21093,"魔王戒指"
21094,"氣魂戒指"
21095,"底比斯歐西里斯腰帶"
21096,"命運耳環"
21097,"射擊手耳環"
21098,"劍鬥士耳環"
21099,"大法師耳環"
21100,"席琳的斗篷"
21101,"幻術士法書"
21102,"龍騎士斗篷"
21103,"龍鱗臂甲"
21104,"水晶臂甲"
21105,"古代神射臂甲"
21106,"古代鬥士臂甲"
21107,"霸王頭盔"
21108,"霸王頭盔"
21109,"霸王頭盔"
21110,"霸王盔甲"
21111,"霸王金靴"
21112,"霸王金靴"
21113,"霸王金靴"
21114,"蚩尤鎧甲"
21115,"安塔瑞斯的力量"
21116,"安塔瑞斯的魅惑"
21117,"安塔瑞斯的泉源"
21118,"安塔瑞斯的霸氣"
21119,"法利昂的力量"
21120,"法利昂的魅惑"
21121,"法利昂的泉源"
21122,"法利昂的霸氣"
21123,"林德拜爾的力量"
21124,"林德拜爾的魅惑"
21125,"林德拜爾的泉源"
21126,"林德拜爾的霸氣"
21127,"巴拉卡斯的力量"
21128,"巴拉卡斯的魅惑"
21129,"巴拉卡斯的泉源"
21130,"巴拉卡斯的霸氣"
21131,"提卡爾庫庫爾坎之盾"
21132,"提卡爾庫庫爾坎面具"
21133,"提卡爾杰弗雷庫尖牙"
21134,"提卡爾杰弗雷庫之眼"
21135,"艾爾摩皮盔甲"
21136,"艾爾摩金屬盔甲"
21137,"艾爾摩法袍"
21138,"修練者的斗篷"
21139,"修練者耳環"
21140,"泡水的帽子"
21141,"泡水的頭巾"
21142,"柑橘變身帽"
21143,"守護傳承之鍊"
21144,"闇月項鍊"
21145,"雪月項鍊"
21146,"赤月項鍊"
21147,"發亮的耳環"
21148,"清晰透明的體力項鍊"
21149,"清晰透明的智慧項鍊"
21150,"鐵門褲子"
21151,"魔法防禦褲子"
21152,"力量脛甲"
21153,"敏捷脛甲"
21154,"智力脛甲"
21155,"精神脛甲"
21156,"巨型骷髏之指環"
21157,"日輪印記(體力+80)"
21158,"日輪印記(體力+20)"
21159,"日輪印記(魔力+80)"
